0	573
1	570
2	561
3	573
4	560
5	560
6	526
7	500
8	475
9	502
10	526
11	537
12	531
13	510
14	481
15	471
16	449
17	465
18	437
19	503
20	500
21	513
22	445
23	556
24	546
25	567
26	519
27	510
28	512
29	489
30	484
31	441
32	440
33	487
34	490
35	463
36	499
37	490
38	494
39	581
40	524
41	520
42	486
43	539
44	543
45	535
46	565
47	548
48	544
49	505
50	514
51	498
52	516
53	495
54	508
55	459
56	490
57	489
58	501
59	500
60	508
61	468
62	508
63	498
64	485
65	472
66	485
67	468
68	500
69	491
70	509
71	469
72	466
73	454
74	521
75	482
76	527
77	489
78	518
79	491
80	521
81	480
82	505
83	496
84	508
85	462
86	484
87	474
88	531
89	494
90	519
91	478
92	529
93	501
94	564
95	473
96	518
97	489
98	510
99	479
100	509
101	501
102	509
103	475
104	490
105	469
106	503
107	493
108	519
109	471
110	484
111	494
112	506
113	495
114	509
115	487
116	516
117	467
118	499
119	501
120	521
121	472
122	493
123	490
124	515
125	469
126	491
127	499
128	507
129	481
130	505
131	480
132	518
133	488
134	514
135	480
136	536
137	494
138	508
139	470
140	505
141	500
142	519
143	456
144	515
145	496
146	508
147	465
148	491
149	456
150	358
151	369
152	349
153	372
154	365
155	323
156	343
157	346
158	344
159	369
160	353
161	310
162	319
163	328
164	226
165	295
166	293
167	278
168	234
169	232
170	225
171	221
172	221
173	277
174	288
175	276
176	236
177	274
178	241
179	230
180	223
181	280
182	276
183	249
184	186
185	224
186	232
187	218
188	207
189	216
190	216
191	219
192	215
193	182
194	220
195	218
196	209
197	190
198	179
199	230
200	215
201	207
202	182
203	179
204	219
205	219
206	210
207	157
208	153
209	194
210	183
211	179
212	157
213	149
214	151
215	190
216	187
217	181
218	157
219	151
220	153
221	186
222	189
223	180
224	155
225	150
226	152
227	180
228	157
229	148
230	156
231	148
232	153
233	195
234	187
235	178
236	161
237	130
238	130
239	170
240	138
241	133
242	130
243	130
244	128
245	130
246	134
247	130
248	133
249	131
250	126
251	129
252	127
253	128
254	134
255	152
256	159
257	134
258	132
259	130
260	130
261	134
262	132
263	128
264	131
265	128
266	131
267	134
268	130
269	138
270	131
271	130
272	134
273	130
274	114
275	112
276	115
277	130
278	117
279	112
280	113
281	114
282	114
283	113
284	113
285	119
286	113
287	119
288	114
289	116
290	114
291	113
292	112
293	116
294	148
295	148
296	149
297	116
298	114
299	116
300	115
301	112
302	133
303	114
304	112
305	114
306	115
307	113
308	116
309	112
310	117
311	114
312	113
313	111
314	113
315	122
316	104
317	103
318	104
319	104
320	100
321	99
322	100
323	98
324	101
325	98
326	104
327	102
328	101
329	109
330	102
331	103
332	102
333	103
334	102
335	103
336	102
337	101
338	102
339	106
340	98
341	100
342	99
343	100
344	100
345	100
346	100
347	102
348	103
349	127
350	126
351	102
352	99
353	100
354	100
355	105
356	105
357	102
358	124
359	99
360	101
361	100
362	101
363	110
364	91
365	91
366	91
367	91
368	94
369	88
370	91
371	88
372	89
373	90
374	89
375	91
376	91
377	89
378	92
379	91
380	91
381	91
382	90
383	92
384	95
385	92
386	92
387	94
388	92
389	95
390	92
391	91
392	92
393	91
394	90
395	93
396	91
397	93
398	90
399	88
400	96
401	89
402	90
403	92
404	89
405	94
406	91
407	91
408	91
409	91
410	90
411	94
412	91
413	90
414	90
415	92
416	88
417	92
418	90
419	89
420	88
421	89
422	91
423	91
424	91
425	90
426	93
427	90
428	92
429	91
430	94
431	92
432	91
433	95
434	93
435	90
436	92
437	89
438	90
439	90
440	89
441	89
442	90
443	88
444	96
445	89
446	93
447	90
448	91
449	89
450	89
451	90
452	90
453	90
454	91
455	93
456	90
457	93
458	89
459	91
460	89
461	90
462	91
463	90
464	88
465	93
466	92
467	91
468	92
469	89
470	91
471	89
472	89
473	90
474	89
475	93
476	94
477	123
478	92
479	90
480	92
481	89
482	90
483	90
484	91
485	92
486	93
487	96
488	93
489	88
490	91
491	89
492	90
493	89
494	90
495	91
496	93
497	91
498	97
499	92
500	90
501	92
502	90
503	91
504	90
505	92
506	90
507	96
508	90
509	93
510	92
511	90
512	93
513	91
514	92
515	95
516	92
517	95
518	92
519	95
520	90
521	92
522	90
523	92
524	88
525	92
526	92
527	91
528	91
529	92
530	92
531	93
532	92
533	90
534	92
535	92
536	89
537	92
538	94
539	91
540	92
541	95
542	91
543	90
544	92
545	89
546	95
547	91
548	90
549	92
550	91
551	89
552	93
553	88
554	91
555	92
556	91
557	90
558	92
559	90
560	90
561	89
562	91
563	94
564	91
565	93
566	92
567	93
568	92
569	90
570	91
571	91
572	91
573	90
574	93
575	93
576	91
577	92
578	90
579	89
580	92
581	89
582	92
583	90
584	88
585	94
586	94
587	91
588	94
589	90
590	91
591	90
592	91
593	89
594	90
595	93
596	112
597	91
598	95
599	88
600	90
601	90
602	90
603	89
604	90
605	90
606	96
607	91
608	92
609	90
610	90
611	92
612	90
613	92
614	89
615	91
616	93
617	95
618	91
619	91
620	89
621	91
622	89
623	90
624	89
625	92
626	90
627	91
628	113
629	96
630	90
631	92
632	92
633	92
634	92
635	91
636	93
637	109
638	103
639	94
640	92
641	90
642	92
643	88
644	89
645	91
646	92
647	91
648	91
649	88
650	92
651	88
652	91
653	90
654	90
655	93
656	90
657	93
658	93
659	90
660	91
661	94
662	89
663	91
664	89
665	93
666	89
667	92
668	92
669	88
670	90
671	88
672	93
673	91
674	88
675	92
676	94
677	91
678	93
679	90
680	91
681	90
682	91
683	89
684	89
685	90
686	92
687	91
688	94
689	89
690	90
691	89
692	89
693	88
694	94
695	91
696	91
697	91
698	90
699	91
700	90
701	91
702	89
703	91
704	90
705	94
706	93
707	92
708	90
709	92
710	89
711	90
712	90
713	89
714	89
715	92
716	93
717	92
718	92
719	88
720	88
721	89
722	89
723	89
724	91
725	93
726	91
727	97
728	93
729	92
730	93
731	90
732	94
733	91
734	91
735	92
736	92
737	90
738	93
739	88
740	91
