0	3739
1	2039
2	1696
3	1698
4	1684
5	1778
6	1739
7	1745
8	1712
9	1685
10	1764
11	1795
12	1725
13	1793
14	1805
15	1755
16	1851
17	1669
18	1680
19	1889
20	1943
21	1631
22	1828
23	1924
24	1899
25	1656
26	1886
27	1935
28	1963
29	1927
30	1932
31	1723
32	1731
33	1588
34	1537
35	1598
36	1772
37	2947
38	1846
39	1943
40	1911
41	1877
42	1924
43	1934
44	1906
45	1890
46	1969
47	1788
48	1900
49	1844
50	1932
51	2029
52	1898
53	2067
54	1552
55	1754
56	1559
57	1587
58	1567
59	1545
60	1708
61	1610
62	1626
63	1812
64	1556
65	1608
66	1552
67	1688
68	1672
69	1618
70	1830
71	1565
72	1520
73	1655
74	1665
75	1655
76	1602
77	1714
78	1570
79	1885
80	1627
81	1575
82	1680
83	1583
84	1607
85	1633
86	1522
87	1677
88	1915
89	1600
90	1553
91	1821
92	1617
93	1693
94	1618
95	1855
96	1572
97	1667
98	1587
99	1587
100	1573
101	1588
102	1565
103	1623
104	1849
105	1622
106	1642
107	1639
108	1953
109	1643
110	1564
111	1560
112	1588
113	1569
114	1597
115	1534
116	1531
117	1598
118	1554
119	1833
120	1597
121	1620
122	2066
123	1556
124	1587
125	1639
126	1525
127	1578
128	1581
129	1603
130	1641
131	1623
132	1556
133	1736
134	1597
135	1561
136	2042
137	1671
138	1586
139	1658
140	1593
141	1562
142	1589
143	1536
144	1587
145	1628
146	1639
147	1577
148	1621
149	1656
150	1541
151	1644
152	2007
153	2605
154	2005
155	1992
156	1679
157	1647
158	1604
159	1757
160	1624
161	1969
162	1601
163	1573
164	1585
165	1571
166	1533
167	1565
168	1559
169	1533
170	1585
171	1506
172	1575
173	1644
174	1565
175	2078
176	1559
177	1587
178	1589
179	1637
180	1589
181	1832
182	2011
183	1650
184	1858
185	2126
186	1667
187	1743
188	1575
189	1584
190	1790
191	1832
192	1789
193	1631
194	1864
195	2088
196	1865
197	2069
198	1969
199	1734
200	1736
201	1774
202	1662
203	1638
204	1678
205	1641
206	1926
207	1956
208	1983
209	1822
210	1672
211	1558
212	1692
213	1621
214	1730
215	1658
216	1788
217	1574
218	1628
219	1590
220	1660
221	1627
222	1552
223	1697
224	1602
225	1535
226	1700
227	1574
228	1677
229	1642
230	1681
231	1613
232	1672
233	1613
234	1728
235	1645
236	1662
237	1644
238	1589
239	1573
240	1678
241	1610
242	1786
243	1566
244	2161
245	2057
246	2128
247	2144
248	2078
249	2183
250	2066
251	1757
252	1813
253	2107
254	2078
255	2191
256	2174
257	2085
258	2064
259	1969
260	2107
261	2096
262	2086
263	2132
264	2163
265	1856
266	2020
267	2318
268	2086
269	2250
270	2286
271	2344
272	2161
273	2166
274	2574
275	2119
276	2262
277	2062
278	2064
279	2045
280	2126
281	2113
282	2095
283	2052
284	2040
285	2061
286	2061
287	2052
288	2034
289	2019
290	2155
291	2003
292	2834
293	2085
294	2059
295	2032
296	2034
297	2046
298	2079
299	2178
300	2032
301	2459
302	2043
303	2042
304	2136
305	2077
306	2046
307	2155
308	2226
309	2139
310	2023
311	2035
312	2205
313	2065
314	2278
315	2061
316	2081
317	2034
318	2206
319	1932
320	2222
321	2065
322	2008
323	2078
324	2151
325	2257
326	1878
327	2167
328	2201
329	2067
330	1968
331	2123
332	2205
333	2068
334	2153
335	2070
336	2068
337	2107
338	2151
339	2199
340	2073
341	2039
342	2145
343	2141
344	2165
345	2073
346	2147
347	2015
348	2122
349	2069
350	1962
351	2137
352	2100
353	2043
354	1952
355	1966
356	1830
357	2069
358	1821
359	2076
360	2151
361	2052
362	2182
363	2154
364	2057
365	2036
366	2194
367	2138
368	1850
369	1629
370	1545
371	1786
372	1614
373	1768
374	1505
375	1682
376	1609
377	1629
378	1895
379	1924
380	2059
381	2063
382	1911
383	1950
384	1834
385	1736
386	1755
387	1551
388	1687
389	1896
390	1805
391	2017
392	1780
393	1998
394	1917
395	1845
396	2027
397	1951
398	1875
399	2046
400	1928
401	1868
402	1889
403	1904
404	1765
405	1839
406	1686
407	1561
408	1731
409	1698
410	1932
411	1881
412	2029
413	1868
414	1700
415	2048
416	1855
417	1713
418	1927
419	1850
420	1950
421	2037
422	1596
423	1700
424	1617
425	1734
426	1612
427	1607
428	1647
429	1771
430	1635
431	1767
432	1662
433	1749
434	1602
435	1623
436	1739
437	1705
438	1641
439	1714
440	1594
441	1637
442	1539
443	1595
444	1600
445	1533
446	1746
447	1676
448	1566
449	1700
450	1667
451	1571
452	1693
453	1588
454	1652
455	1595
456	1724
457	1529
458	1633
459	1607
460	1731
461	1562
462	1577
463	1632
464	1719
465	1608
466	1625
467	1609
468	1761
469	1600
470	1644
471	1647
