0	465
1	81
2	81
3	43
4	45
5	51
6	51
7	47
8	40
9	42
10	45
11	45
12	42
13	45
14	48
15	43
16	44
17	43
18	39
19	42
20	42
21	43
22	47
23	39
24	41
25	41
26	44
27	42
28	50
29	42
30	45
31	46
32	52
33	39
34	39
35	43
36	41
37	41
38	39
39	39
40	45
41	45
42	40
43	44
44	47
45	45
46	43
47	43
48	38
49	41
50	43
51	39
52	48
53	41
54	45
55	43
56	44
57	40
58	49
59	40
60	37
61	47
62	43
63	44
64	42
65	38
66	44
67	39
68	42
69	40
70	39
71	43
72	44
73	44
74	39
75	42
76	47
77	39
78	40
79	44
80	40
81	40
82	37
83	40
84	44
85	45
86	47
87	46
88	45
89	43
90	49
91	38
92	41
93	45
94	43
95	47
96	42
97	45
98	44
99	52
100	44
101	41
102	42
103	47
104	43
105	44
106	40
107	45
108	40
109	41
110	45
111	41
112	38
113	44
114	45
115	43
116	37
117	41
118	42
119	40
120	43
121	40
122	44
123	40
124	42
125	40
126	38
127	41
128	46
129	41
130	44
131	39
132	52
133	44
134	39
135	42
136	41
137	45
138	41
139	41
140	42
141	51
142	40
143	51
144	43
145	46
146	40
147	42
148	40
149	38
150	43
151	46
152	40
153	40
154	45
155	45
156	45
157	48
158	43
159	40
160	43
161	42
162	45
163	39
164	37
165	41
166	39
167	43
168	46
169	85
170	45
171	42
172	41
173	44
174	39
175	44
176	51
177	42
178	40
179	40
180	42
181	39
182	39
183	39
184	43
185	41
186	39
187	37
188	46
189	39
190	42
191	39
192	72
193	39
194	41
195	39
196	41
197	43
198	43
199	43
200	42
201	45
202	38
203	42
204	41
205	40
206	42
207	43
208	39
209	39
210	38
211	44
212	38
213	42
214	38
215	44
216	41
217	43
218	44
219	48
220	38
221	38
222	43
223	41
224	40
225	41
226	42
227	40
228	41
229	43
230	45
231	40
232	42
233	41
234	44
235	42
236	41
237	40
238	37
239	51
240	78
241	42
242	42
243	45
244	42
245	40
246	40
247	44
248	42
249	42
250	41
251	40
252	42
253	43
254	38
255	39
256	39
257	40
258	39
259	41
260	45
261	40
262	46
263	58
264	42
265	40
266	39
267	43
268	39
269	44
270	42
271	41
272	40
273	41
274	40
275	41
276	42
277	46
278	43
279	40
280	37
281	39
282	47
283	48
284	43
285	40
286	48
287	40
288	47
289	41
290	41
291	43
292	36
293	38
294	41
295	43
296	45
297	42
298	39
299	43
300	43
301	42
302	46
303	51
304	43
305	40
306	42
307	47
308	41
309	49
310	43
311	44
312	45
313	42
314	39
315	40
316	43
317	45
318	39
319	40
320	43
321	42
322	42
323	42
324	38
325	42
326	43
327	46
328	43
329	39
330	40
331	45
332	43
333	96
334	45
335	38
336	41
337	45
338	37
339	42
340	43
341	42
342	41
343	44
344	43
345	39
346	45
347	44
348	37
349	39
350	42
351	42
352	38
353	51
354	41
355	45
356	49
357	45
358	38
359	44
360	43
361	42
362	42
363	43
364	41
365	39
366	39
367	37
368	39
369	42
370	46
371	41
372	42
373	40
374	38
375	37
376	42
377	43
378	44
379	45
380	43
381	41
382	43
383	45
384	38
385	39
386	51
387	40
388	42
389	39
390	40
391	45
392	44
393	51
394	38
395	45
396	43
397	45
398	45
399	45
400	41
401	44
402	47
403	46
404	45
405	42
406	42
407	40
408	36
409	43
410	42
411	48
412	44
413	45
414	44
415	45
416	48
417	40
418	38
419	42
420	46
421	52
422	42
423	45
424	39
425	43
426	39
427	43
428	52
429	38
430	46
431	46
432	44
433	42
434	46
435	45
436	42
437	40
438	42
439	42
440	43
441	43
442	48
443	41
444	39
445	45
446	45
447	41
448	44
449	46
450	48
451	40
452	43
453	45
454	44
455	39
456	43
457	44
458	40
459	47
460	42
461	40
462	43
463	44
464	42
465	45
466	46
467	38
468	42
469	52
470	52
471	54
472	77
473	42
474	44
475	40
476	43
477	42
478	42
479	42
480	39
481	39
482	42
483	50
484	41
485	46
486	42
487	41
488	38
489	42
490	39
491	39
492	39
493	41
494	114
495	43
496	39
497	39
498	42
499	42
500	44
501	42
502	44
503	43
504	42
505	40
506	41
507	39
508	40
509	40
510	40
511	37
512	40
513	40
514	45
515	39
516	56
517	41
518	39
519	44
520	43
521	52
522	45
523	45
524	40
525	43
526	40
527	42
528	39
529	44
530	46
531	39
532	40
533	38
534	42
535	40
536	43
537	40
538	37
539	44
540	92
541	49
542	43
543	45
544	39
545	42
546	45
547	42
548	44
549	39
550	42
551	44
552	42
553	39
554	41
555	43
556	43
557	39
558	43
559	39
560	45
561	41
562	44
563	137
564	41
565	45
566	44
567	40
568	41
569	41
570	39
571	42
572	39
573	50
574	44
575	39
576	45
577	40
578	38
579	38
580	42
581	43
582	38
583	39
584	45
585	43
586	39
587	39
588	39
589	39
590	39
591	40
592	37
593	40
594	44
595	39
596	45
597	44
598	39
599	45
600	40
601	42
602	39
603	40
604	49
605	40
606	38
607	42
608	45
609	58
610	56
611	46
612	44
613	43
614	45
615	40
616	42
617	42
618	40
619	46
620	42
621	39
622	41
623	41
624	41
625	43
626	42
627	52
628	43
629	41
630	37
631	40
632	50
633	43
634	42
635	42
636	42
637	40
638	37
639	41
640	44
641	39
642	40
643	43
644	43
645	43
646	45
647	45
648	40
649	40
650	38
651	42
652	44
653	39
654	41
655	47
656	43
657	45
658	43
659	45
660	39
661	42
662	39
663	51
664	37
665	42
666	39
667	42
668	39
669	39
670	38
671	39
672	41
673	40
674	38
675	38
676	40
677	40
678	40
679	121
680	42
681	38
682	43
683	37
684	42
685	39
686	38
687	42
688	45
689	39
690	39
691	39
692	39
693	41
694	38
695	38
696	44
697	40
698	44
699	37
700	41
701	45
702	46
703	53
704	41
705	43
706	45
707	39
708	40
709	38
710	39
711	39
712	38
713	39
